source,target,value
Myanmar,Bangladesh,866518
Central African Rep.,Burkina Faso,193
Mali,Burkina Faso,19816
Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),242
Dem. Rep. of the Congo,Botswana,159
Somalia,Botswana,307
Croatia,Bosnia and Herzegovina,5112
Afghanistan,Canada,226
Algeria,Canada,162
Egypt,Canada,448
Burundi,Canada,441
Bangladesh,Canada,154
Chad,Canada,129
China,Canada,739
Cameroon,Canada,122
Dem. Rep. of the Congo,Canada,213
Colombia,Canada,861
Eritrea,Canada,243
Ethiopia,Canada,365
Palestinian,Canada,357
Haiti,Canada,514
Hungary,Canada,651
India,Canada,348
Iran (Islamic Rep. of),Canada,1509
Jordan,Canada,127
Kenya,Canada,117
Libya,Canada,182
Lebanon,Canada,119
Sri Lanka,Canada,276
Mexico,Canada,775
Nicaragua,Canada,154
Nigeria,Canada,2035
Pakistan,Canada,842
Rwanda,Canada,170
El Salvador,Canada,107
Saudi Arabia,Canada,129
Somalia,Canada,168
Sudan,Canada,412
Turkey,Canada,669
Uganda,Canada,181
Venezuela (Bolivarian Republic of),Canada,545
Yemen,Canada,252
Zimbabwe,Canada,135
Stateless,Canada,119
Chad,Central African Rep.,1041
Dem. Rep. of the Congo,Central African Rep.,5541
Rwanda,Central African Rep.,212
Sudan,Central African Rep.,387
South Sudan,Central African Rep.,1802
Central African Rep.,Chad,96883
Dem. Rep. of the Congo,Chad,243
Niger,Chad,707
Nigeria,Chad,16126
Sudan,Chad,364535
Somalia,China,120
Central African Rep.,Cameroon,316128
Chad,Cameroon,1600
Dem. Rep. of the Congo,Cameroon,525
Nigeria,Cameroon,117422
Rwanda,Cameroon,298
Sudan,Cameroon,102
Central African Rep.,Congo,16378
Dem. Rep. of the Congo,Congo,9752
Rwanda,Congo,796
Angola,Dem. Rep. of the Congo,414
Burundi,Dem. Rep. of the Congo,46829
Central African Rep.,Dem. Rep. of the Congo,173731
Congo,Dem. Rep. of the Congo,637
Rwanda,Dem. Rep. of the Congo,213777
South Sudan,Dem. Rep. of the Congo,54755
Venezuela (Bolivarian Republic of),Colombia,771
Eritrea,Djibouti,515
Ethiopia,Djibouti,1413
Somalia,Djibouti,13558
Yemen,Djibouti,5666
Haiti,Dominican Rep.,162
Afghanistan,Ecuador,146
Colombia,Ecuador,52981
Cuba,Ecuador,214
Syrian Arab Rep.,Ecuador,142
Venezuela (Bolivarian Republic of),Ecuador,410
Yemen,Ecuador,102
Dem. Rep. of the Congo,Ethiopia,738
Eritrea,Ethiopia,181091
Kenya,Ethiopia,4022
Somalia,Ethiopia,203803
Sudan,Ethiopia,43566
South Sudan,Ethiopia,365030
Yemen,Ethiopia,2045
Chad,Gabon,254
Cote d'Ivoire,Gambia,149
Senegal,Gambia,4019
Sierra Leone,Gambia,107
Iraq,Georgia,406
Russian Federation,Georgia,238
Syrian Arab Rep.,Georgia,437
Ukraine,Georgia,493
Afghanistan,Germany,147861
Albania,Germany,1272
Algeria,Germany,600
Angola,Germany,822
Egypt,Germany,2298
Armenia,Germany,2681
Azerbaijan,Germany,3850
Burundi,Germany,114
Bangladesh,Germany,796
Burkina Faso,Germany,104
Belarus,Germany,187
Bosnia and Herzegovina,Germany,1358
China,Germany,1986
Chile,Germany,160
Cameroon,Germany,824
Congo,Germany,278
Dem. Rep. of the Congo,Germany,1539
Czechia,Germany,706
Eritrea,Germany,61190
Ethiopia,Germany,5380
Gambia,Germany,1184
Palestinian,Germany,2066
Georgia,Germany,691
Ghana,Germany,640
Guinea-Bissau,Germany,119
Guinea,Germany,3483
Croatia,Germany,280
Hungary,Germany,233
Cote d'Ivoire,Germany,658
India,Germany,415
Iran (Islamic Rep. of),Germany,44934
Iraq,Germany,145930
Jordan,Germany,485
Kazakhstan,Germany,117
Kenya,Germany,172
Kyrgyzstan,Germany,238
Liberia,Germany,123
Libya,Germany,2545
Lebanon,Germany,1775
Sri Lanka,Germany,3626
North Macedonia,Germany,655
Rep. of Moldova,Germany,126
Mali,Germany,358
Mongolia,Germany,213
Morocco,Germany,835
Montenegro,Germany,228
Myanmar,Germany,869
Nigeria,Germany,8799
Pakistan,Germany,8470
Poland,Germany,597
Romania,Germany,137
Russian Federation,Germany,9167
Rwanda,Germany,297
El Salvador,Germany,121
Saudi Arabia,Germany,178
Serbia and Kosovo: S/RES/1244 (1999),Germany,7926
Senegal,Germany,203
Sierra Leone,Germany,788
Somalia,Germany,28038
Viet Nam,Germany,1138
Sudan,Germany,2774
South Sudan,Germany,101
Syrian Arab Rep.,Germany,604786
Tajikistan,Germany,1064
Togo,Germany,996
Tunisia,Germany,234
Turkey,Germany,33335
Uganda,Germany,228
Ukraine,Germany,895
United States of America,Germany,134
Uzbekistan,Germany,139
Venezuela (Bolivarian Republic of),Germany,757
Yemen,Germany,3039
Zimbabwe,Germany,282
Stateless,Germany,10661
Central African Rep.,Ghana,169
Cameroon,Ghana,212
Eritrea,Ghana,103
Cote d'Ivoire,Ghana,6417
Liberia,Ghana,694
Sudan,Ghana,588
Syrian Arab Rep.,Ghana,230
Togo,Ghana,3479
Senegal,Guinea-Bissau,1818
Cote d'Ivoire,Guinea,4201
Liberia,Guinea,357
Sierra Leone,Guinea,1272
Iraq,Croatia,113
Syrian Arab Rep.,Croatia,539
Afghanistan,Hungary,1503
Iran (Islamic Rep. of),Hungary,184
Iraq,Hungary,635
Pakistan,Hungary,106
Somalia,Hungary,614
Syrian Arab Rep.,Hungary,923
Central African Rep.,Cote d'Ivoire,525
Dem. Rep. of the Congo,Cote d'Ivoire,136
Liberia,Cote d'Ivoire,973
Syrian Arab Rep.,Cote d'Ivoire,142
Afghanistan,India,8275
Iraq,India,153
Sri Lanka,India,58843
Myanmar,India,19398
Somalia,India,514
Afghanistan,Indonesia,5863
Eritrea,Indonesia,100
Ethiopia,Indonesia,135
Palestinian,Indonesia,269
Iran (Islamic Rep. of),Indonesia,310
Iraq,Indonesia,515
Sri Lanka,Indonesia,395
Myanmar,Indonesia,491
Pakistan,Indonesia,284
Somalia,Indonesia,1119
Sudan,Indonesia,409
Afghanistan,Ireland,420
Albania,Ireland,190
Dem. Rep. of the Congo,Ireland,435
Palestinian,Ireland,138
Georgia,Ireland,132
Iran (Islamic Rep. of),Ireland,155
Iraq,Ireland,380
Libya,Ireland,241
Malawi,Ireland,126
Nigeria,Ireland,339
Pakistan,Ireland,365
South Africa,Ireland,116
Somalia,Ireland,275
Sudan,Ireland,212
Syrian Arab Rep.,Ireland,1226
Venezuela (Bolivarian Republic of),Ireland,101
Zimbabwe,Ireland,597
Palestinian,Iraq,7868
Iran (Islamic Rep. of),Iraq,5061
Syrian Arab Rep.,Iraq,242163
Turkey,Iraq,15169
Egypt,Jordan,114
Iraq,Jordan,34318
Somalia,Jordan,665
Sudan,Jordan,3562
Syrian Arab Rep.,Jordan,662790
Yemen,Jordan,818
Afghanistan,Kazakhstan,408
Burundi,Kenya,6759
Dem. Rep. of the Congo,Kenya,29625
Eritrea,Kenya,888
Ethiopia,Kenya,20442
Rwanda,Kenya,744
Somalia,Kenya,265352
Sudan,Kenya,3998
South Sudan,Kenya,123912
Turkey,Kenya,108
Uganda,Kenya,837
Afghanistan,Kyrgyzstan,219
Bangladesh,Rep. of Korea,128
Ethiopia,Rep. of Korea,160
Myanmar,Rep. of Korea,390
Pakistan,Rep. of Korea,112
Syrian Arab Rep.,Rep. of Korea,1236
Yemen,Rep. of Korea,795
Iraq,Kuwait,351
Somalia,Kuwait,217
Syrian Arab Rep.,Kuwait,139
Cote d'Ivoire,Liberia,8112
Eritrea,Libya,438
Palestinian,Libya,1282
Iraq,Libya,607
Sudan,Libya,1002
Syrian Arab Rep.,Libya,717
Iraq,Lebanon,4049
Sudan,Lebanon,668
Syrian Arab Rep.,Lebanon,865300
Dem. Rep. of the Congo,Lesotho,192
Afghanistan,Sri Lanka,142
Pakistan,Sri Lanka,776
Afghanistan,Luxembourg,317
Eritrea,Luxembourg,1044
Iran (Islamic Rep. of),Luxembourg,196
Iraq,Luxembourg,773
Serbia and Kosovo: S/RES/1244 (1999),Luxembourg,130
Syrian Arab Rep.,Luxembourg,2069
Stateless,Luxembourg,111
Central African Rep.,Mauritania,644
Cote d'Ivoire,Mauritania,278
Mali,Mauritania,65947
Syrian Arab Rep.,Mauritania,364
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,270
Syrian Arab Rep.,Rep. of Moldova,190
Burkina Faso,Mali,12890
Central African Rep.,Mali,945
Dem. Rep. of the Congo,Mali,272
Cote d'Ivoire,Mali,520
Mauritania,Mali,15697
Niger,Mali,16938
Afghanistan,Malaysia,1517
Palestinian,Malaysia,216
Indonesia,Malaysia,985
Iran (Islamic Rep. of),Malaysia,253
Iraq,Malaysia,411
Sri Lanka,Malaysia,794
Myanmar,Malaysia,119578
Pakistan,Malaysia,3166
Somalia,Malaysia,1786
Sudan,Malaysia,163
Syrian Arab Rep.,Malaysia,407
Yemen,Malaysia,232
Burundi,Malawi,2701
Dem. Rep. of the Congo,Malawi,9837
Rwanda,Malawi,2277
Central African Rep.,Morocco,585
Cameroon,Morocco,143
Dem. Rep. of the Congo,Morocco,183
Guinea,Morocco,109
Cote d'Ivoire,Morocco,359
Iraq,Morocco,131
Syrian Arab Rep.,Morocco,4528
Burundi,Mozambique,905
Dem. Rep. of the Congo,Mozambique,2959
Rwanda,Mozambique,699
Somalia,Mozambique,156
Serbia and Kosovo: S/RES/1244 (1999),Montenegro,130
Burundi,Namibia,296
Dem. Rep. of the Congo,Namibia,3045
Rwanda,Namibia,126
Bhutan,Nepal,6365
Myanmar,Nepal,359
Pakistan,Nepal,184
Tibetan,Nepal,12540
Central African Rep.,Niger,159
Chad,Niger,171
Eritrea,Niger,272
Mali,Niger,60245
Nigeria,Niger,171014
Somalia,Niger,140
Sudan,Niger,1042
El Salvador,Nicaragua,210
Central African Rep.,Nigeria,711
Cameroon,Nigeria,63634
Dem. Rep. of the Congo,Nigeria,652
Cote d'Ivoire,Nigeria,136
Mali,Nigeria,145
Syrian Arab Rep.,Nigeria,308
Turkey,Nigeria,174
Iran (Islamic Rep. of),Nauru,561
Sri Lanka,Nauru,102
Iraq,Oman,295
Afghanistan,Pakistan,1438432
Somalia,Pakistan,177
Yemen,Pakistan,137
Cuba,Paraguay,177
Venezuela (Bolivarian Republic of),Paraguay,1196
Pakistan,Philippines,102
Iraq,Qatar,141
Afghanistan,Romania,170
Iran (Islamic Rep. of),Romania,121
Iraq,Romania,594
Somalia,Romania,147
Syrian Arab Rep.,Romania,2002
Burundi,South Africa,2636
Bangladesh,South Africa,202
Cameroon,South Africa,326
Congo,South Africa,4463
Dem. Rep. of the Congo,South Africa,22816
Eritrea,South Africa,1469
Ethiopia,South Africa,15629
Kenya,South Africa,140
Rwanda,South Africa,1016
Somalia,South Africa,23054
Uganda,South Africa,459
Zimbabwe,South Africa,3954
Burundi,Rwanda,64228
Dem. Rep. of the Congo,Rwanda,74303
Syrian Arab Rep.,Saudi Arabia,173
Central African Rep.,Senegal,155
Mauritania,Senegal,14115
Liberia,Sierra Leone,332
Ethiopia,Somalia,4177
Syrian Arab Rep.,Somalia,603
Yemen,Somalia,6371
Central African Rep.,Sudan,26928
Chad,Sudan,3502
Dem. Rep. of the Congo,Sudan,309
Eritrea,Sudan,114867
Ethiopia,Sudan,62498
Somalia,Sudan,312
South Sudan,Sudan,736685
Syrian Arab Rep.,Sudan,93498
Yemen,Sudan,1551
Burundi,South Sudan,103
Central African Rep.,South Sudan,2135
Dem. Rep. of the Congo,South Sudan,16498
Eritrea,South Sudan,259
Ethiopia,South Sudan,4194
Sudan,South Sudan,291249
Burundi,Eswatini,184
Dem. Rep. of the Congo,Eswatini,399
Rwanda,Eswatini,185
Somalia,Eswatini,101
Afghanistan,Switzerland,11585
Algeria,Switzerland,107
Angola,Switzerland,687
Armenia,Switzerland,149
Bosnia and Herzegovina,Switzerland,339
China,Switzerland,1732
Cameroon,Switzerland,120
Dem. Rep. of the Congo,Switzerland,913
Eritrea,Switzerland,9611
Ethiopia,Switzerland,978
Georgia,Switzerland,206
Guinea,Switzerland,133
Cote d'Ivoire,Switzerland,112
Iran (Islamic Rep. of),Switzerland,687
Iraq,Switzerland,2522
Libya,Switzerland,139
Sri Lanka,Switzerland,1286
North Macedonia,Switzerland,140
Mongolia,Switzerland,159
Nigeria,Switzerland,252
Pakistan,Switzerland,142
Russian Federation,Switzerland,312
Serbia and Kosovo: S/RES/1244 (1999),Switzerland,1742
Somalia,Switzerland,3006
Sudan,Switzerland,136
Syrian Arab Rep.,Switzerland,8488
Turkey,Switzerland,642
Yemen,Switzerland,125
Afghanistan,Syrian Arab Rep.,1107
Iraq,Syrian Arab Rep.,12399
Pakistan,Syrian Arab Rep.,214
Somalia,Syrian Arab Rep.,354
Sudan,Syrian Arab Rep.,719
Yemen,Syrian Arab Rep.,158
Burundi,United Rep. of Tanzania,183515
Dem. Rep. of the Congo,United Rep. of Tanzania,50860
Somalia,United Rep. of Tanzania,160
Afghanistan,Thailand,160
Cambodia,Thailand,260
China,Thailand,177
Palestinian,Thailand,290
Iraq,Thailand,168
Sri Lanka,Thailand,119
Myanmar,Thailand,91805
Pakistan,Thailand,1662
Somalia,Thailand,208
Viet Nam,Thailand,834
Syrian Arab Rep.,Thailand,226
Central African Rep.,Togo,242
Dem. Rep. of the Congo,Togo,106
Ghana,Togo,8513
Cote d'Ivoire,Togo,1589
Rwanda,Togo,116
Eritrea,Tunisia,197
Sudan,Tunisia,144
Syrian Arab Rep.,Tunisia,1997
Syrian Arab Rep.,Turkey,3641370
Iraq,United Arab Emirates,809
Syrian Arab Rep.,United Arab Emirates,383
Burundi,Uganda,48466
Dem. Rep. of the Congo,Uganda,417407
Eritrea,Uganda,8650
Ethiopia,Uganda,2222
Kenya,Uganda,204
Pakistan,Uganda,235
Rwanda,Uganda,15978
Somalia,Uganda,37536
Sudan,Uganda,2790
South Sudan,Uganda,887452
Afghanistan,Ukraine,822
Russian Federation,Ukraine,165
Syrian Arab Rep.,Ukraine,491
Colombia,Uruguay,162
Venezuela (Bolivarian Republic of),Uruguay,225
Colombia,Venezuela (Bolivarian Republic of),67935
Eritrea,Yemen,1370
Ethiopia,Yemen,6644
Palestinian,Yemen,630
Iraq,Yemen,3321
Somalia,Yemen,151155
Sudan,Yemen,119
Syrian Arab Rep.,Yemen,3609
Burundi,Zambia,6743
Dem. Rep. of the Congo,Zambia,54715
Rwanda,Zambia,777
Somalia,Zambia,3414
Uganda,Zambia,108
Burundi,Zimbabwe,676
Dem. Rep. of the Congo,Zimbabwe,7757
Rwanda,Zimbabwe,662
Pakistan,Afghanistan,66911
Central African Rep.,Algeria,103
Cameroon,Algeria,154
Palestinian,Algeria,185
Mali,Algeria,206
Syrian Arab Rep.,Algeria,6659
Yemen,Algeria,267
Dem. Rep. of the Congo,Angola,9749
Eritrea,Egypt,14141
Ethiopia,Egypt,5589
Palestinian,Egypt,70021
Iraq,Egypt,4629
Somalia,Egypt,4698
Sudan,Egypt,25476
South Sudan,Egypt,18673
Syrian Arab Rep.,Egypt,136727
Yemen,Egypt,156
Colombia,Argentina,561
Cuba,Argentina,263
Peru,Argentina,548
Syrian Arab Rep.,Argentina,433
Ukraine,Argentina,121
Venezuela (Bolivarian Republic of),Argentina,315
Azerbaijan,Armenia,1203
Iran (Islamic Rep. of),Armenia,139
Iraq,Armenia,1095
Syrian Arab Rep.,Armenia,761
Ukraine,Armenia,117
Afghanistan,Azerbaijan,1189
Russian Federation,Azerbaijan,317
Iraq,Bahrain,242
Dem. Rep. of the Congo,Burundi,80817
Rwanda,Burundi,614
Burkina Faso,Benin,189
Central African Rep.,Benin,1122
Cote d'Ivoire,Benin,160
Myanmar,Bangladesh,918898
Central African Rep.,Burkina Faso,187
Mali,Burkina Faso,24560
Afghanistan,Belarus,127
Ukraine,Belarus,2378
Dem. Rep. of the Congo,Botswana,239
Somalia,Botswana,314
Afghanistan,Canada,620
Albania,Canada,168
Algeria,Canada,502
Angola,Canada,384
Egypt,Canada,933
Azerbaijan,Canada,204
Burundi,Canada,607
Bangladesh,Canada,752
Bahamas,Canada,257
Chad,Canada,352
China,Canada,1699
Cameroon,Canada,409
Dem. Rep. of the Congo,Canada,753
Colombia,Canada,2751
Djibouti,Canada,117
Eritrea,Canada,412
Ethiopia,Canada,873
Palestinian,Canada,989
Georgia,Canada,130
Ghana,Canada,110
Guatemala,Canada,120
Guinea,Canada,177
Haiti,Canada,1659
Honduras,Canada,267
Hungary,Canada,829
India,Canada,1497
Iran (Islamic Rep. of),Canada,3885
Jamaica,Canada,183
Jordan,Canada,486
Kenya,Canada,334
Libya,Canada,356
Lebanon,Canada,439
Sri Lanka,Canada,936
Mexico,Canada,2243
Nicaragua,Canada,510
Nigeria,Canada,4961
Pakistan,Canada,2357
Romania,Canada,155
Russian Federation,Canada,141
Rwanda,Canada,470
El Salvador,Canada,358
Saudi Arabia,Canada,228
Somalia,Canada,271
Sudan,Canada,860
Syrian Arab Rep.,Canada,170
Turkey,Canada,1555
Uganda,Canada,560
Ukraine,Canada,191
Venezuela (Bolivarian Republic of),Canada,1240
Yemen,Canada,439
Zimbabwe,Canada,317
Stateless,Canada,278
Chad,Central African Rep.,1094
Dem. Rep. of the Congo,Central African Rep.,5577
Rwanda,Central African Rep.,219
Sudan,Central African Rep.,394
South Sudan,Central African Rep.,1894
Central African Rep.,Chad,118410
Dem. Rep. of the Congo,Chad,254
Niger,Chad,839
Nigeria,Chad,19321
Sudan,Chad,372404
Somalia,China,111
Colombia,Chile,1234
Peru,Chile,113
Syrian Arab Rep.,Chile,113
Central African Rep.,Cameroon,333878
Chad,Cameroon,1445
Dem. Rep. of the Congo,Cameroon,460
Nigeria,Cameroon,120928
Rwanda,Cameroon,260
Central African Rep.,Congo,25918
Dem. Rep. of the Congo,Congo,12121
Rwanda,Congo,2556
Angola,Dem. Rep. of the Congo,417
Burundi,Dem. Rep. of the Congo,41031
Central African Rep.,Dem. Rep. of the Congo,212630
Congo,Dem. Rep. of the Congo,647
Rwanda,Dem. Rep. of the Congo,210978
Sudan,Dem. Rep. of the Congo,2023
South Sudan,Dem. Rep. of the Congo,56341
Venezuela (Bolivarian Republic of),Colombia,1297
Nicaragua,Costa Rica,4027
Afghanistan,Czechia,150
Belarus,Czechia,169
Myanmar,Czechia,149
Russian Federation,Czechia,173
Syrian Arab Rep.,Czechia,358
Ukraine,Czechia,225
Eritrea,Djibouti,617
Ethiopia,Djibouti,2158
Somalia,Djibouti,14178
Yemen,Djibouti,6232
Afghanistan,Ecuador,147
Colombia,Ecuador,54491
Cuba,Ecuador,219
Syrian Arab Rep.,Ecuador,157
Venezuela (Bolivarian Republic of),Ecuador,798
Yemen,Ecuador,117
Dem. Rep. of the Congo,Ethiopia,769
Eritrea,Ethiopia,158294
Kenya,Ethiopia,4033
Somalia,Ethiopia,223018
Sudan,Ethiopia,45843
South Sudan,Ethiopia,386750
Yemen,Ethiopia,2373
Cote d'Ivoire,Gambia,150
Senegal,Gambia,4045
Sierra Leone,Gambia,105
Iraq,Georgia,401
Russian Federation,Georgia,223
Syrian Arab Rep.,Georgia,444
Ukraine,Georgia,481
Afghanistan,Germany,158589
Albania,Germany,1274
Algeria,Germany,630
Angola,Germany,835
Egypt,Germany,2259
Armenia,Germany,2744
Azerbaijan,Germany,3878
Burundi,Germany,128
Benin,Germany,107
Bangladesh,Germany,816
Burkina Faso,Germany,106
Belarus,Germany,195
Bosnia and Herzegovina,Germany,1316
Chad,Germany,123
China,Germany,2019
Chile,Germany,156
Cameroon,Germany,927
Congo,Germany,285
Dem. Rep. of the Congo,Germany,1499
Czechia,Germany,404
Eritrea,Germany,63128
Ethiopia,Germany,6508
Gambia,Germany,1369
Palestinian,Germany,2016
Georgia,Germany,711
Ghana,Germany,678
Guinea-Bissau,Germany,125
Guinea,Germany,4054
Croatia,Germany,265
Hungary,Germany,223
Cote d'Ivoire,Germany,760
India,Germany,414
Iran (Islamic Rep. of),Germany,46176
Iraq,Germany,147839
Jordan,Germany,496
Kazakhstan,Germany,112
Kenya,Germany,163
Kyrgyzstan,Germany,248
Liberia,Germany,135
Libya,Germany,2687
Lebanon,Germany,1872
Sri Lanka,Germany,3591
North Macedonia,Germany,607
Rep. of Moldova,Germany,129
Mali,Germany,392
Mongolia,Germany,235
Morocco,Germany,866
Montenegro,Germany,212
Myanmar,Germany,882
Nigeria,Germany,10023
Pakistan,Germany,8788
Poland,Germany,573
Romania,Germany,129
Russian Federation,Germany,9584
Rwanda,Germany,324
El Salvador,Germany,143
Saudi Arabia,Germany,175
Serbia and Kosovo: S/RES/1244 (1999),Germany,6387
Senegal,Germany,202
Sierra Leone,Germany,825
Somalia,Germany,30207
Viet Nam,Germany,1096
Sudan,Germany,2909
South Sudan,Germany,118
Syrian Arab Rep.,Germany,619218
Tajikistan,Germany,1178
Togo,Germany,986
Tunisia,Germany,251
Turkey,Germany,35953
Uganda,Germany,247
Ukraine,Germany,918
United States of America,Germany,125
Uzbekistan,Germany,154
Venezuela (Bolivarian Republic of),Germany,1113
Yemen,Germany,3082
Zimbabwe,Germany,312
Stateless,Germany,11901
Central African Rep.,Ghana,149
Cameroon,Ghana,270
Eritrea,Ghana,102
Cote d'Ivoire,Ghana,5968
Liberia,Ghana,661
Sudan,Ghana,584
Syrian Arab Rep.,Ghana,229
Togo,Ghana,3407
Senegal,Guinea-Bissau,1818
El Salvador,Guatemala,278
Cote d'Ivoire,Guinea,3559
Liberia,Guinea,338
Sierra Leone,Guinea,1651
Iraq,Croatia,119
Syrian Arab Rep.,Croatia,548
Burkina Faso,Cote d'Ivoire,2127
Central African Rep.,Cote d'Ivoire,550
Dem. Rep. of the Congo,Cote d'Ivoire,122
Liberia,Cote d'Ivoire,1071
Syrian Arab Rep.,Cote d'Ivoire,148
Afghanistan,India,9678
Iraq,India,150
Sri Lanka,India,58648
Myanmar,India,20754
Somalia,India,497
Afghanistan,Indonesia,5828
Eritrea,Indonesia,133
Ethiopia,Indonesia,125
Palestinian,Indonesia,208
Iran (Islamic Rep. of),Indonesia,300
Iraq,Indonesia,466
Sri Lanka,Indonesia,407
Myanmar,Indonesia,480
Pakistan,Indonesia,281
Somalia,Indonesia,1146
Sudan,Indonesia,397
Yemen,Indonesia,101
Afghanistan,Ireland,549
Albania,Ireland,206
Bangladesh,Ireland,101
Cameroon,Ireland,104
Dem. Rep. of the Congo,Ireland,458
Palestinian,Ireland,130
Georgia,Ireland,152
Iran (Islamic Rep. of),Ireland,155
Iraq,Ireland,363
Libya,Ireland,236
Malawi,Ireland,142
Nigeria,Ireland,396
Pakistan,Ireland,391
South Africa,Ireland,163
Somalia,Ireland,493
Sudan,Ireland,229
Syrian Arab Rep.,Ireland,1223
Venezuela (Bolivarian Republic of),Ireland,140
Zimbabwe,Ireland,703
Afghanistan,Iran (Islamic Rep. of),778054
Palestinian,Iraq,7885
Iran (Islamic Rep. of),Iraq,4116
Syrian Arab Rep.,Iraq,254561
Turkey,Iraq,13396
Egypt,Jordan,128
Iraq,Jordan,34204
Somalia,Jordan,601
Sudan,Jordan,3697
Syrian Arab Rep.,Jordan,672952
Yemen,Jordan,1024
Afghanistan,Kazakhstan,327
Burundi,Kenya,7203
Dem. Rep. of the Congo,Kenya,30411
Eritrea,Kenya,902
Ethiopia,Kenya,20647
Rwanda,Kenya,766
Somalia,Kenya,280479
Sudan,Kenya,4213
South Sudan,Kenya,135255
Turkey,Kenya,121
Uganda,Kenya,794
Afghanistan,Kyrgyzstan,213
Iraq,Kuwait,334
Somalia,Kuwait,202
Syrian Arab Rep.,Kuwait,150
Cote d'Ivoire,Liberia,8018
Eritrea,Libya,344
Palestinian,Libya,560
Iraq,Libya,333
Sudan,Libya,1336
Syrian Arab Rep.,Libya,492
Egypt,Lebanon,121
Iraq,Lebanon,3750
Sudan,Lebanon,728
Syrian Arab Rep.,Lebanon,840929
Dem. Rep. of the Congo,Lesotho,205
Afghanistan,Sri Lanka,113
Pakistan,Sri Lanka,709
Central African Rep.,Mauritania,653
Cote d'Ivoire,Mauritania,277
Mali,Mauritania,74196
Senegal,Mauritania,107
Syrian Arab Rep.,Mauritania,368
Serbia and Kosovo: S/RES/1244 (1999),North Macedonia,252
Syrian Arab Rep.,Rep. of Moldova,166
Brazil,Mexico,161
Chile,Mexico,383
Colombia,Mexico,530
Cuba,Mexico,3722
Guatemala,Mexico,3113
Haiti,Mexico,3294
Honduras,Mexico,30787
Nicaragua,Mexico,1619
El Salvador,Mexico,12265
Venezuela (Bolivarian Republic of),Mexico,16585
Burkina Faso,Mali,14731
Central African Rep.,Mali,1136
Dem. Rep. of the Congo,Mali,293
Cote d'Ivoire,Mali,427
Mauritania,Mali,14965
Niger,Mali,18255
Afghanistan,Malaysia,1604
Palestinian,Malaysia,249
Indonesia,Malaysia,946
Iran (Islamic Rep. of),Malaysia,274
Iraq,Malaysia,420
Sri Lanka,Malaysia,795
Myanmar,Malaysia,120598
Pakistan,Malaysia,3632
Somalia,Malaysia,2168
Sudan,Malaysia,182
Syrian Arab Rep.,Malaysia,449
Yemen,Malaysia,321
Burundi,Malawi,3951
Dem. Rep. of the Congo,Malawi,14941
Rwanda,Malawi,2514
Central African Rep.,Morocco,594
Cameroon,Morocco,176
Dem. Rep. of the Congo,Morocco,194
Guinea,Morocco,146
Cote d'Ivoire,Morocco,391
Iraq,Morocco,127
Senegal,Morocco,106
Syrian Arab Rep.,Morocco,5082
Burundi,Mozambique,908
Dem. Rep. of the Congo,Mozambique,2993
Rwanda,Mozambique,697
Somalia,Mozambique,160
Serbia and Kosovo: S/RES/1244 (1999),Montenegro,125
Burundi,Namibia,310
Dem. Rep. of the Congo,Namibia,3187
Rwanda,Namibia,125
Bhutan,Nepal,6365
Myanmar,Nepal,377
Pakistan,Nepal,186
Tibetan,Nepal,12540
Central African Rep.,Niger,142
Chad,Niger,111
Mali,Niger,61490
Nigeria,Niger,187065
Sudan,Niger,850
Central African Rep.,Nigeria,828
Cameroon,Nigeria,72971
Dem. Rep. of the Congo,Nigeria,653
Cote d'Ivoire,Nigeria,137
Mali,Nigeria,143
Niger,Nigeria,1439
Syrian Arab Rep.,Nigeria,422
